"Progeny" "Sire" "Dam" "Sex" "G" "NMPrg" "NFPrg" "F" "Homo" "Phen" "Res" "Polygene" "QTL"
279 173 224 "M" 3 0 0 0 0.52 15.3376116620279 7.00201343083167 0 8.33559823119626
280 173 82 "M" 3 0 0 0 0.573333 2.38451544967301 3.11687200191231 0 -0.732356552239301
281 200 126 "M" 3 0 0 0 0.556667 -0.884880434957106 1.62627790279605 0 -2.51115833775316
282 200 138 "F" 3 0 0 0 0.616667 28.3043929178741 9.9872327679371 0 18.317160149937
283 227 83 "F" 3 0 0 0 0.546667 -0.619067428641126 3.73371898430675 0 -4.35278641294787
284 227 216 "M" 3 0 0 0 0.59 5.02903049182146 -1.68112319833627 0 6.71015369015774
285 145 49 "F" 3 0 0 0 0.52 16.6247180126975 10.4568163532834 0 6.16790165941404
286 145 35 "M" 3 0 0 0 0.536667 4.57717403935028 -0.0760215205213199 0 4.6531955598716
287 165 78 "M" 3 0 0 0 0.546667 17.4201277967052 19.3238712977366 0 -1.90374350103143
288 165 96 "M" 3 0 0 0 0.52 -8.32461142381369 -2.31689859048357 0 -6.00771283333012
289 163 116 "M" 3 0 0 0 0.57 -11.1798108769451 -8.2363717580222 0 -2.94343911892293
290 163 208 "F" 3 0 0 0 0.56 2.86376805533943 -3.07862561539001 0 5.94239367072943
291 220 53 "M" 3 0 0 0 0.573333 -22.0734639897657 -14.0236532246218 0 -8.04981076514385
292 220 31 "F" 3 0 0 0 0.526667 -14.7521998858468 -9.15077562211063 0 -5.60142426373613
293 168 110 "M" 3 0 0 0 0.603333 2.65480664477191 4.21660039226126 0 -1.56179374748935
294 168 74 "F" 3 0 0 0 0.573333 13.1073121341022 6.44257750265107 0 6.66473463145118
295 238 51 "F" 3 0 0 0 0.596667 -8.30082428428147 7.99051600336013 0 -16.2913402876416
296 238 55 "F" 3 0 0 0 0.56 -0.267042634199032 2.92080662154963 0 -3.18784925574866
297 170 38 "M" 3 0 0 0 0.55 3.56344145548892 -8.50358415648776 0 12.0670256119767
298 170 135 "M" 3 0 0 0 0.55 -2.56946651327878 1.03493725491789 0 -3.60440376819666
299 127 221 "F" 3 0 0 0 0.58 10.2508677050808 -1.62576088598769 0 11.8766285910685
300 127 97 "F" 3 0 0 0 0.556667 17.9805631269018 -3.58021318195725 0 21.5607763088591
301 146 196 "M" 3 0 0 0 0.47 26.6254699215584 -2.49870176227114 0 29.1241716838296
302 146 231 "F" 3 0 0 0 0.496667 19.1619818800998 3.19329389557377 0 15.968687984526
303 143 98 "M" 3 0 0 0 0.596667 -24.7007392800843 -10.273418520872 0 -14.4273207592123
304 143 95 "M" 3 0 0 0 0.553333 17.643809862057 15.2065602632627 0 2.43724959879425
305 236 72 "M" 3 0 0 0 0.526667 -6.33545696403444 -13.4526385075979 0 7.11718154356343
306 236 154 "M" 3 0 0 0 0.526667 1.59830359437139 -6.24089662681469 0 7.83920022118608
307 106 89 "F" 3 0 0 0.25 0.863333 31.9614693638333 7.86788136866379 0 24.0935879951695
308 106 181 "M" 3 0 0 0 0.593333 26.1643000874036 16.1554281752947 0 10.0088719121089
309 229 104 "M" 3 0 0 0 0.533333 -15.2886719719204 -15.0510607620489 0 -0.237611209871491
310 229 99 "M" 3 0 0 0 0.473333 -10.8219595486594 -2.15456521421026 0 -8.66739433444912
